date,库存(t),租赁利率,可供租赁份额(份)
2025-12-09,1047.97,0.25%
2025-12-10,1046.82,0.25%
2025-12-11,1050.83,0.33%
2025-12-12,1053.12,0.33%
2025-12-15,1051.69,0.33%
2025-12-17,1052.54,0.43%
2025-12-18,,0.49%,0.48%
2025-12-19,,0.56%,0.49%
2025-12-22,1064.56,0.56%
2025-12-23,,0.56%
2025-12-24,1068.27,0.56%
2025-12-25,,0.56%
2025-12-26,1071.13,0.56%,8200000


