日期,主题,消息源,机构,链接,消息内容
2025-11-10,"2025年前三季度：全球央行净购金总量为634吨，较2024年同期的724吨下降13%，但仍高于2010-2021年期间年均400-500吨的购金水平",中国黄金协会,中国黄金协会,https://cngold.org.cn/news/show-8617.html,"2025年前三季度：全球央行净购金总量为634吨，较2024年同期的724吨下降13%，但仍高于2010-2021年期间年均400-500吨的购金水平。历史趋势：自2022年以来，全球央行连续净购金已持续16年，是黄金需求的重要支撑力量。"
